date,no_negative,novelty,transience,resonance,nsigma,tsigma,rsigma
2021-03-10,"[0.47230817806748177, 0.5276918219325183]",0.00020052210981331013,8.316695621884206e-06,0.00019220541419142593,0.0002231246755769184,6.977743429187676e-06,0.00011505120950305304
2021-03-11,"[0.4662911978952562, 0.5337088021047439]",0.0002689982663850575,2.65275846309527e-05,0.0002424706817541048,0.0003233643472976591,1.4272961843364863e-05,0.00016881865457051196
2021-03-12,"[0.46989005952966856, 0.5301099404703313]",1.2878854617878042e-05,1.3013329991577987e-05,-1.3447537369994533e-07,1.1632901821941158e-05,1.5186485241517843e-06,6.575775173046471e-06
2021-03-13,"[0.4750777782077721, 0.5249222217922279]",1.869293473993547e-05,5.3237030516427695e-05,-3.4544095776492226e-05,1.4709845287329599e-05,7.518031301857168e-05,4.4945079152950644e-05
2021-03-14,"[0.47456454760327155, 0.5254354523967284]",1.5145334736443289e-05,5.4607336366327946e-05,-3.946200162988466e-05,1.4277460232780262e-05,6.801488728485528e-05,4.114617375881777e-05
2021-03-15,"[0.4752825834070964, 0.5247174165929036]",4.954343120923971e-06,6.065793842913542e-05,-5.570359530821144e-05,6.809579449208367e-06,7.280402256047872e-05,3.980680100484354e-05
2021-03-16,"[0.4572553854370859, 0.5427446145629142]",0.00015777025275995425,0.00011825684271208475,3.951341004786949e-05,5.348943376413207e-06,3.145889508733338e-05,1.840391923187329e-05
2021-03-17,"[0.46946322146050473, 0.5305367785394953]",3.498567171778502e-05,1.6072447319939703e-05,1.8913224397845313e-05,2.828332074877604e-05,8.561174794187886e-06,1.8422247771481962e-05
2021-03-18,"[0.4734155506799817, 0.5265844493200184]",4.693183741444315e-05,2.4005689625354138e-05,2.292614778908901e-05,5.964686346020797e-05,2.93040193279133e-05,4.4475441394060635e-05
2021-03-19,"[0.47445643710370033, 0.5255435628962996]",5.389579404660332e-05,5.588979163421974e-05,-1.9939975876164152e-06,6.717111356944174e-05,4.396475260670338e-05,5.5567933088072565e-05
2021-03-20,"[0.4769191475252419, 0.5230808524747582]",1.2356087614102791e-05,7.891247727404378e-05,-6.655638965994098e-05,1.1047454615435925e-05,5.145718454263415e-05,3.1252319579035034e-05
2021-03-21,"[0.4848353406948185, 0.5151646593051814]",5.0217190726151713e-05,0.00019280238664398826,-0.00014258519591783654,1.4105993160297612e-05,9.505823427315382e-05,5.458211371672572e-05
